DATE,Currency in Circulation / Total Assets,Effective Federal Funds Rate (%),Loss Function
2005-12-31,93.24832295057135,4.1570967741935485,-0.08140155822409145
2006-01-31,94.05691187141305,4.285161290322581,-0.019486895631065867
2006-02-28,94.19216026788068,4.491428571428572,-0.07080558178400136
2006-03-31,94.06907913093289,4.589354838709677,-0.011988744703218555
2006-04-30,94.32638055110183,4.790333333333334,0.09050032196070637
2006-05-31,94.28508143854503,4.940322580645161,0.15691032589522327
2006-06-30,93.8843468023895,4.991,0.34515284691453646
2006-07-31,93.98307776599589,5.235161290322581,0.2578795250956656
2006-08-31,93.98269611234524,5.2464516129032255,0.40919610447667604
2006-09-30,94.08563900921442,5.254666666666666,0.3668922925230999
2006-10-31,93.4698511070969,5.245161290322581,0.2571424643835071
2006-11-30,93.27034701506275,5.245666666666667,0.08093868734641245
2006-12-31,93.80694500506661,5.2380645161290325,0.10969023802752954
2007-01-31,93.91465002497507,5.248387096774193,0.24047506989584286
2007-02-28,92.8667589149298,5.258928571428571,0.3099088676563798
2007-03-31,92.85668016800427,5.256774193548387,0.15315381609070164
2007-04-30,93.12282902841085,5.249666666666667,0.04469124197439441
2007-05-31,92.48036207043494,5.2535483870967745,0.015843422339713545
2007-06-30,93.52611167437182,5.2540000000000004,-0.010159916164592895
2007-07-31,93.56191986732604,5.258387096774193,-0.038357817117649476
2007-08-31,93.59743449070439,5.022258064516129,-0.010202039127079437
2007-09-30,92.38977986983025,4.938,-0.029519854151674827
2007-10-31,92.67804678357511,4.755483870967741,-0.006101765530525861
2007-11-30,92.49015569818818,4.486666666666666,0.07248890211289033
2007-12-31,92.60592031009615,4.244516129032259,-0.0863723567349273
2008-01-31,91.34549341210482,3.9403225806451614,-0.21270054765876514
2008-02-29,92.37028116981934,2.9806896551724136,-0.15481225283902214
2008-03-31,91.74791258470997,2.6103225806451613,-0.3315028974622791
2008-04-30,91.81356658341141,2.2783333333333333,-0.24306685339552467
2008-05-31,91.56764495747973,1.9783870967741934,-0.7877748620050801
2008-06-30,91.89577966732988,2.001,-1.1638640983730126
2008-07-31,91.60623024406138,2.009677419354839,-1.629995828870252
2008-08-31,91.64451224642649,1.996451612903226,-2.512526866609453
2008-09-30,82.61158781702153,1.8116666666666668,-2.558062083395323
2008-10-31,49.149978241674965,0.9693548387096774,-4.133816730324411
2008-11-30,40.28173337772955,0.3876666666666667,-5.662058323702072
2008-12-31,39.49559673580874,0.15516129032258064,-8.584504848599554
2009-01-31,43.572032022727484,0.15419354838709678,-12.087774788483019
2009-02-28,47.52029957029244,0.22214285714285714,-15.6773373769521
2009-03-31,45.38176966844427,0.18064516129032257,-19.171310176401537
2009-04-30,42.543393562966756,0.15033333333333332,-21.397111738567073
2009-05-31,42.42350772840395,0.1774193548387097,-25.39712439550878
2009-06-30,44.12084700094432,0.20633333333333334,-26.638918159749544
2009-07-31,44.9815367712702,0.15580645161290324,-26.889190574215707
2009-08-31,44.757443352873494,0.16032258064516128,-27.829425377332118
2009-09-30,43.019545570204784,0.14666666666666667,-29.71748452001386
2009-10-31,42.11485347319828,0.11806451612903227,-30.828427703697542
2009-11-30,42.14445550305203,0.119,-29.551693504864502
2009-12-31,41.65047327482023,0.11806451612903227,-29.400025546029227
2010-01-31,40.82720047296076,0.11,-28.18595181083488
2010-02-28,40.89263601802,0.12642857142857142,-28.180958844391707
2010-03-31,40.57705751420883,0.16451612903225807,-29.20954964636016
2010-04-30,40.15283821230135,0.19833333333333333,-29.318581042648432
2010-05-31,40.11787275716209,0.2006451612903226,-26.142259235825218
2010-06-30,40.27251035708599,0.17666666666666667,-24.206715849414092
2010-07-31,40.502846944499645,0.18258064516129033,-24.29081663802552
2010-08-31,40.82939885025811,0.18935483870967743,-25.339216414113885
2010-09-30,41.32719256275056,0.19466666666666665,-25.492983563061543
2010-10-31,41.67094425224839,0.19129032258064516,-24.857636929740593
2010-11-30,41.8763389084546,0.19433333333333333,-28.86248234891064
2010-12-31,40.93256808085354,0.1832258064516129,-23.931909764392262
2011-01-31,40.06646552512738,0.16838709677419356,-21.92610031568989
2011-02-28,39.43621991594278,0.15678571428571428,-20.869266098006538
2011-03-31,38.699306719219926,0.13870967741935483,-20.867222395346516
2011-04-30,37.76559976376062,0.098,-21.525859593412697
2011-05-31,36.98219212714141,0.09387096774193548,-20.476532041682958
2011-06-30,36.16923638849365,0.09200000000000001,-21.331896359014795
2011-07-31,35.863987054315,0.07096774193548387,-20.320544872806433
2011-08-31,36.09287069649528,0.09580645161290323,-20.275851517315967
2011-09-30,36.3485082672637,0.084,-20.272329371745027
2011-10-31,36.506381956874215,0.0706451612903226,-18.555232262948753
2011-11-30,37.34110585210025,0.081,-16.839636168464246
2011-12-31,36.88275478521678,0.07161290322580646,-16.000585046431045
2012-01-31,36.709284626048166,0.08193548387096775,-14.43627932981394
2012-02-29,36.867672606512784,0.10379310344827586,-14.439396526969393
2012-03-31,37.93082398699811,0.1267741935483871,-13.68805894752754
2012-04-30,38.34442337491957,0.13933333333333334,-13.691242349187265
2012-05-31,38.63962928987534,0.15580645161290324,-13.72046111884757
2012-06-30,38.70793913342102,0.16166666666666668,-13.722614820491655
2012-07-31,38.96055524320225,0.15645161290322582,-13.741076763229001
2012-08-31,39.34902560341878,0.13225806451612904,-13.092896719153721
2012-09-30,39.972460105212654,0.14433333333333334,-10.984762939237681
2012-10-31,40.1461352489492,0.15838709677419355,-10.902301403077379
2012-11-30,40.20869322390035,0.16066666666666668,-10.286696014080265
2012-12-31,39.87023936546531,0.16451612903225807,-11.65670521690383
2013-01-31,39.11234763282587,0.14258064516129032,-12.414550474570312
2013-02-28,37.94995498963336,0.14500000000000002,-10.420590377918966
2013-03-31,37.03608945431982,0.1435483870967742,-9.253956492064361
2013-04-30,36.100952197725775,0.145,-9.945694689655594
2013-05-31,35.31083195336044,0.10903225806451612,-9.328118638540992
2013-06-30,34.58353557684768,0.09366666666666666,-9.261382316971394
2013-07-31,33.83790878255156,0.09258064516129033,-8.076976182280177
2013-08-31,33.02063806664267,0.08290322580645161,-7.477331361568076
2013-09-30,32.664300862681536,0.08,-7.4877871225578865
2013-10-31,31.928739583112964,0.08709677419354839,-7.515011352607111
2013-11-30,31.320684553158078,0.08433333333333333,-5.925175646981162
2013-12-31,30.82029693588451,0.08516129032258064,-4.956970197014454
2014-01-31,30.300813274153615,0.07161290322580646,-4.620155405977144
2014-02-28,29.931983730757523,0.06642857142857143,-5.108017817433566
2014-03-31,30.033873590770245,0.07806451612903226,-5.014860237854203
2014-04-30,29.735649940085178,0.09033333333333333,-2.9822504838316024
2014-05-31,29.5187462630146,0.08709677419354837,-3.294508361517316
2014-06-30,29.396840146189724,0.09566666666666666,-2.63991637713354
2014-07-31,29.232436852976445,0.09096774193548386,-2.940986402103134
2014-08-31,29.147672148264043,0.08806451612903225,-2.6533616934454853
2014-09-30,29.094989172829166,0.08833333333333333,-2.046257576390808
2014-10-31,28.95145078216586,0.08903225806451612,-1.6146234633709873
2014-11-30,29.174108299074813,0.09200000000000001,-1.9273550985700223
2014-12-31,29.502605892861656,0.12258064516129032,-1.4912057577698787
2015-01-31,29.58514640154275,0.11483870967741935,-1.8533495922724552
2015-02-28,29.829548724205,0.11071428571428572,-1.3645171993982803
2015-03-31,30.184088732617248,0.11290322580645161,-1.2202265024816534
2015-04-30,30.33954289570422,0.12466666666666668,-1.2476277940509162
2015-05-31,30.462110821499593,0.12322580645161291,-1.7216883310811024
2015-06-30,30.501003084520484,0.129,-1.1441302776401368
2015-07-31,30.520828268903834,0.13032258064516128,-1.1399882677690203
2015-08-31,30.662527124145917,0.13806451612903226,-0.9542685127464403
2015-09-30,30.857627374277786,0.136,-0.8362149175663404
2015-10-31,30.952284557547717,0.1235483870967742,-0.9590027086892192
2015-11-30,31.272223161175074,0.11766666666666666,-1.0710908025948689
2015-12-31,31.54185454479313,0.24064516129032257,-1.0091774832475413
2016-01-31,31.56729394877026,0.3429032258064516,-0.5295944433827341
2016-02-29,31.67721272428694,0.37517241379310345,-0.5268218535487311
2016-03-31,32.04224337623037,0.362258064516129,-0.6288255841158035
2016-04-30,32.19501761530736,0.3653333333333333,-0.6435121218827333
2016-05-31,32.441682983955815,0.36516129032258066,-0.3426654951741495
2016-06-30,32.61187574125996,0.37766666666666665,-0.41159567181222445
2016-07-31,32.72930463178177,0.3916129032258065,-0.265379536194013
2016-08-31,32.78284691755084,0.3967741935483871,-0.25146350059725264
2016-09-30,32.91715695841887,0.39633333333333337,-0.3498968616220527
2016-10-31,33.09212894378118,0.3964516129032258,-0.19236148013329535
2016-11-30,33.4144462199159,0.4066666666666666,-0.09666341542367417
2016-12-31,33.617572651232216,0.54,-0.06944151266723494
2017-01-31,33.77431631914464,0.6496774193548387,-0.04978746139129416
2017-02-28,33.74895947204965,0.6567857142857143,-0.02283622828809541
2017-03-31,34.18623327416986,0.7861290322580645,-0.08452298833844599
2017-04-30,34.385218938586725,0.896,-0.0785099903737794
2017-05-31,34.64602721109322,0.9074193548387097,-0.11061899195564295
2017-06-30,34.7993344937514,1.04,-0.052453787132461564
2017-07-31,34.964833892467176,1.1506451612903223,-0.13002418727774692
2017-08-31,35.072561291404156,1.1570967741935483,-0.23517642114725035
2017-09-30,35.38999774929879,1.153333333333333,-0.1332210357344649
2017-10-31,35.477965345516026,1.1538709677419354,-0.003134845780943113
2017-11-30,35.775104502147784,1.157,-0.001927827794335632
2017-12-31,36.085512984802,1.3016129032258066,0.08202948248810764
2018-01-31,36.30868195256786,1.414516129032258,0.17778885412902465
2018-02-28,36.60746373764211,1.4175,0.11364575798612833
2018-03-31,37.12129637390942,1.5061290322580645,0.25685735307181745
2018-04-30,37.423477102562295,1.6923333333333332,0.2501519033853904
2018-05-31,38.00931676518119,1.7,0.5016049261368143
2018-06-30,38.48769602983618,1.8196666666666665,0.2545142613653227
2018-07-31,38.9278448881915,1.91,0.5056690352805799
2018-08-31,39.44269131324422,1.9148387096774193,0.490663780686094
2018-09-30,40.08292729560443,1.9546666666666668,0.6415525639447401
2018-10-31,40.5504653894698,2.187741935483871,0.4851080191216249
2018-11-30,41.27298590108322,2.197666666666667,0.49358007203727855
2018-12-31,41.79905092777956,2.274193548387097,0.3632094684920349
2019-01-31,42.2118768706749,2.4,0.22239514946741748
2019-02-28,42.66583081373057,2.4,0.3799742242344955
2019-03-31,43.36354025566966,2.4051612903225807,0.2989181169890903
2019-04-30,43.89437131401434,2.423666666666667,0.714007980438507
2019-05-31,44.74064282240365,2.390967741935484,0.6610744319622794
2019-06-30,45.22935422238559,2.377666666666667,0.7301575437347112
2019-07-31,45.92534977341468,2.4029032258064515,0.5694721205577519
2019-08-31,46.357593997975,2.1258064516129034,0.6181565183011969
2019-09-30,46.283558485980095,2.043,0.9174039195166266
2019-10-31,44.56965418991092,1.8296774193548386,0.729549443723231
2019-11-30,44.169484718698904,1.5533333333333335,0.6234228927395618
2019-12-31,43.59276668916042,1.550967741935484,0.6787744382089428
2020-01-31,43.25196635867025,1.5506451612903225,0.9528328898392117
2020-02-29,43.07017978785226,1.5831034482758621,0.9914177193944126
2020-03-31,39.534203136322176,0.6522580645161291,-0.07749267772185758
2020-04-30,29.96630223201669,0.049,-105.21762177243028
2020-05-31,27.775648131765486,0.05,-76.68542334696619
2020-06-30,27.433061702713097,0.07766666666666668,-43.00312338393941
2020-07-31,28.42163444686329,0.09258064516129033,-32.97744426858096
2020-08-31,28.735012356304672,0.09516129032258065,-15.462083779826198
2020-09-30,28.74771035851076,0.09,-11.74502393080424
2020-10-31,28.58461012091008,0.09,-6.097501735851819
2020-11-30,28.557942399911973,0.08633333333333333,-5.21951273435471
2020-12-31,28.289702756006314,0.09,-5.110211250421583
2021-01-31,28.397839236085616,0.08516129032258064,-3.850884362123225
2021-02-28,28.002569704552645,0.07571428571428572,-3.1527224584071147
2021-03-31,27.658302697723276,0.06967741935483872,-2.2507029644989265
2021-04-30,27.71124556229226,0.069,-1.077728709819254
2021-05-31,27.557689307656485,0.05806451612903226,0.4336017330040258
2021-06-30,27.14543344821201,0.078,0.55628412075775
2021-07-31,26.691358712793555,0.09806451612903226,1.761391925306746
2021-08-31,26.382343380988416,0.09225806451612903,2.0673165120093913
2021-09-30,26.071063682656302,0.07933333333333333,2.8594005226667223
2021-10-31,25.860164554214577,0.07903225806451614,4.769458587404262
2021-11-30,25.57097354339731,0.07966666666666668,7.307800521671026
2021-12-31,25.491665468236064,0.07967741935483871,8.708280893301747
2022-01-31,25.322840183006118,0.07935483870967742,10.31344660577612
2022-02-28,25.08662874143919,0.08,12.076374873323017
2022-03-31,25.2707994615968,0.2009677419354839,
2022-04-30,25.353281013055994,0.33,
